"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",714.089,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",716.924,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",714.409,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",706.04,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",700.051,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",704.579,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",698.182,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",689.858,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",688.633,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",706.892,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",726.411,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",737.95,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",739.079,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",719.576,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",698.739,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",678.019,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",661.416,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",650.837,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",639.339,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",629.515,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",488.461,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",510.672,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",527.016,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",514.28,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",506.102,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",499.285,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",481.126,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",464.608,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",451.606,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",431.256,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",415.698,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",398.244,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",388.464,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",379.337,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",365.379,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",359.407,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",349.253,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",348.26,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",337.251,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",326.818,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",320.815,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",320.793,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",312.627,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",303.324,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",293.115,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",289.577,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",272.204,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",263.31,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",153.1,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",144.362,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",155.234,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",169.88,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",180.732,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",188.853,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",195.252,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",208.003,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",218.312,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",234.652,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",242.378,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",250.845,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",243.433,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",239.64,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",236.634,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",226.532,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",228.357,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",254.76,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",277.942,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",290.898,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",256.266,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",276.075,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",258.704,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",267.916,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",300.726,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",310.039,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",308.17,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",308.365,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",356.421,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",353.967,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",348.309,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",354.536,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",350.389,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",346.522,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",347.096,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",339.664,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",332.861,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",326.08,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",316.344,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",317.464,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",319.563,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",314.877,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",325.461,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",338.253,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",333.373,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",310.502,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",292.161,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",284.917,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",280.242,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",275.415,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",270.946,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",267.165,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",270.125,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",272.514,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",281.415,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",287.409,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",487.316,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",520.644,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",561.471,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",624.317,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",672.041,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",709.117,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",711.842,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",692.252,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",668.369,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",651.759,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",659.124,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",655.79,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",662.075,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",673.779,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",663.201,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",664.246,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",659.061,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",653.974,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",633.16,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",614.77,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",619.412,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",616.339,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",613.68,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",602.087,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",588.846,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",578.585,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",565.807,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",550.819,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",70.689,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",71.085,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",72.278,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",73.664,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",75.228,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",76.944,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",79.672,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",83.941,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",88.475,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",91.483,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",94.349,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",94.078,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",94.691,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",95.143,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",95.225,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",95.441,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",97.166,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",101.194,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",106.056,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",111.516,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",116.053,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",119.684,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",123.119,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",125.828,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",127.458,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",126.648,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",122.262,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",116.313,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",264.494,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",238.03,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",234.631,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",256.039,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",297.484,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",341.469,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",325.244,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",359.181,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",338.43,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",368.583,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",358.339,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",327.56,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",358.178,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",361.555,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",379.2,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",402.983,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",406,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",396.925,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",435.897,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",406.174,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",356.621,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",333.278,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",336.356,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",328.3,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",320.529,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",324.583,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",335.693,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",344.896,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",402.367,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",412.959,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",426.984,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",460.506,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",493.577,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",498.017,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",480.885,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",475.854,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",475.117,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",467.213,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",492.284,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",496.979,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",499.088,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",501.388,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",485.368,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",487.887,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",496.453,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",490.78,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",479.141,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",459.903,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",450.798,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",444.323,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",441.825,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",437.098,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",436.709,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",437.587,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",411.025,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",403.057,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",170.377,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",170.462,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",170.788,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",171.305,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",171.365,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",171.549,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",171.816,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",172.024,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",172.208,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",172.309,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",172.037,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",173.429,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",174.189,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",175.317,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",176.103,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",177.661,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",180.356,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",184.038,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",190.071,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",191.665,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",188.889,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",183.352,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",178.597,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",174.544,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",171.149,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",169.567,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",168.33,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",168.485,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",993.944,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",1009.848,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",1048.591,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",1181.37,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",1278.656,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",1192.722,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",1022.564,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",968.069,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",984.473,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",918.621,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",888.387,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",937.018,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",929.925,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",925.708,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",921.061,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",958.397,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",1011.481,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",1005.82,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",952.9,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",928.002,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",923.896,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",887.606,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",842.567,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",805.965,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",732.205,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",670.69,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",593.094,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",555.921,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",573.83,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",570.924,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",571.381,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",568.785,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",555.401,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",537.906,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",532.989,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",530.362,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",526.666,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",522.984,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",522.732,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",512.895,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",507.27,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",506.487,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",509.418,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",514.74,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",538.085,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",565.592,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",592.332,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",613.001,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",624.476,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",605.677,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",586.412,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",566.059,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",544.424,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",521.604,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",506.75,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",491.586,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",199.202,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",204.47,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",210.051,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",214.61,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",219.786,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",222.826,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",226.984,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",232.816,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",241.786,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",249.904,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",260.206,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",267.966,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",277.393,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",287.235,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",296.284,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",303.533,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",314.54,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",335.195,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",361.035,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",379.464,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",396.538,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",406.72,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",418.987,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",427.794,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",433.613,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",431.752,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",418.606,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",406.605,
"LBR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",200.762,
"LBR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",182.491,
