"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",54.815,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",48.682,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",46.461,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",45.088,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",44.9,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",416.863,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",404.274,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",394.342,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",388.503,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",374.069,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",369.808,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",353.03,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",337.453,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",323.125,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",311.851,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",291.706,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",266.572,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",249.112,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",232.276,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",218.587,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",204.017,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",194.434,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",183.748,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",175.344,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",168.567,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",154.837,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",153.313,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",146.641,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",138.06,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",128.032,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",120.322,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",108.349,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",101.881,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",700.677,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",697.774,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",680.247,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",669.562,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",662.535,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",653.933,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",648.735,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",646.995,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",653.051,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",643.067,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",626.677,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",609.289,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",594.653,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",585.141,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",545.315,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",532.004,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",521.233,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",515.791,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",512.165,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",505.906,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",491.437,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",486.394,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",477.564,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",458.475,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",442.557,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",441.97,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",406.585,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",391.078,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",242.319,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",241.837,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",242.844,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",242.773,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",239.704,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",242.16,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",237.177,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",236.308,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",241.056,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",244.773,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",240.422,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",237.195,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",234.705,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",234.577,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",232.439,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",235.452,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",232.296,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",230.394,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",228.767,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",227.198,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",231.312,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",241.746,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",254.306,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",268.981,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",280.786,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",288.502,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",294.61,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",297.506,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",417.572,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",409.405,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",393.006,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",381.809,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",377.118,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",364.508,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",357.127,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",354.849,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",356.082,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",357.437,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",354.658,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",347.945,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",345.736,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",342.008,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",335.607,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",328.309,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",320.253,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",314.903,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",308.922,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",306.344,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",308.663,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",315.264,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",330.184,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",342.12,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",352.346,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",361.586,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",366.602,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",384.056,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",546.994,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",526.499,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",502.192,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",481.623,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",455.609,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",435.456,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",414.529,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",388.46,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",364.942,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",342.841,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",327.388,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",309.207,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",300.844,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",290.384,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",284.367,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",278.077,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",271.88,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",263.968,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",257.518,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",255.977,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",251.405,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",239.144,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",221.684,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",201.593,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",180.378,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",162.513,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",145.716,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",140.865,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",252.533,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",250.982,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",252.716,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",256.231,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",258.952,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",263.573,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",265.763,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",267.587,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",264.788,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",261.144,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",254.628,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",248.679,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",245.079,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",238.929,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",227.667,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",227.988,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",222.674,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",220.337,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",228.799,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",236.191,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",235.489,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",236.368,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",243.679,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",260.931,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",269.987,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",273.001,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",272.513,
"MEX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",276.518,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",573.827,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",561.751,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",552.408,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",556.065,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",538.071,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",530.667,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",522.355,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",505.561,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",493.741,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",484.996,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",470.714,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",452.513,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",436.361,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",417.178,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",390.028,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",374.054,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",362.145,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",353.245,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",350.953,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",347.44,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",343.414,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",331.207,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",314.637,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",291.117,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",268.629,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",263.406,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",264.047,
"NLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",266.8,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",132.229,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",127.812,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",126.291,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",123.964,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",119.165,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",118.286,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",115.444,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",111.39,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",106.035,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",105.29,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",100.785,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",97.727,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",93.281,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",86.715,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",81.214,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",75.882,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",73.491,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",72.435,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",71.167,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",69.279,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",67.31,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",66.175,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",63.622,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",60.402,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",59.305,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",57.736,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",57.335,
"NZL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",57.786,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",390.792,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",368.645,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",353.988,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",341.403,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",323.92,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",308.987,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",295.602,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",285.971,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",279.302,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",269.729,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",257.442,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",240.22,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",217.797,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",188.991,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",165.976,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",153.24,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",147.854,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",145.374,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",141.695,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",136.957,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",130.894,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",126.103,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",116.059,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",105.232,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",93.013,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",84.774,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",77.882,
"NOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",71.837,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",993.335,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",1044.577,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",1027.236,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",995.082,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",988.778,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",991.033,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",959.817,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",938.551,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",898.491,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",888.416,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",835.662,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",812.503,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",793.215,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",786.56,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",790.229,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",791.27,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",798.568,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",811.707,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",817.186,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",820.765,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",799.898,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",785.52,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",772.089,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",738.648,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",698.245,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",704.905,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",700.884,
"POL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",712.406,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",391.365,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",390.396,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",380.835,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",381.859,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",366.65,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",369.353,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",375.68,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",376.74,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",383.058,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",389.022,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",380.582,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",371.179,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",362.461,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",350.906,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",326.291,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",312.604,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",297.143,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",285.99,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",273.622,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",262.706,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",251.168,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",241.474,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",234.283,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",225.713,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",217.117,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",210.639,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",206.848,
"PRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",204.468,
